aikčioti, čioti_čioja_čiojo
kombinuoti, inuoti_inuoja_inavo
kompiuterizuoti, izuoti_izuoja_izavo
kontempliuoti, templiuoti_templiuoja_templiavo
kontroliuoti, iuoti_iuoja_iavo
koordinuoti, inuoti_inuoja_inavo
kraustyti, styti_sto_stėsi
kraustytis, stytis_stosi_stėsi
kryžiuoti, iuoti_iuoja_iavo
laistyti, styti_sto_stė
lakstyti, styti_sto_stė
lankstyti, styti_sto_stė
lenktyniauti, tyniauti_tyniauja_tyniavo
liežuvauti, uvauti_uvauja_uvavo
lignuoti, nuoti_guoja_gavo
linkčioti, čioti_čioja_čiojo
linksniuoti, sniuoti_sniuoja_sniavo
mainyti, inyti_ĩno_ĩnė
manipuliuoti, iuoti_iuoja_iavo
marguliuoti, uliuoti_uliuoja_uliavo
marinuoti, inuoti_inuoja_inavo
maskatuoti, atuoti_atuoja_atavo
mėgdžioti, džioti_gdžioja_gdžiojo
meilikauti, ikauti_ikauja_ikavo
mėlynuoti, ynuoti_ynuoja_ynavo
mindyti, indyti_ind_indė
mirguliuoti, uliuoti_uliuoja_uliavo
mirkčioti, čioti_čioja_čiojo
mokytojauti, ytojauti_ytojauja_ytojavo
mosikuoti, ikuoti_ikuoja_ikavo
muturiuoti, uriuoti_uriuoja_uriavo
narplioti, lioti_lioja_liojo
nerimauti, imauti_imauja_imavo
niūniuoti, iuoti_iuoja_iavo
nominuoti, inuoti_inuoja_inavo
obliuoti, iuoti_iuoja_iavo
obuoliauti, iauti_iauja_iavo
ožiuotis, iuotis_iuojasi_iavosi
piktnaudžiauti, tnaudžiauti_tnaudžiauja_tnaudžiavo
pjaustyti, styti_sto_stė
planiruoti, iruoti_iruoja_iravo
pleiskanoti, anoti_anoja_anojo
plėšikauti, ikauti_ikauja_ikavo
plevėsuoti, ėsuoti_ėsuoja_ėsavo
plūduriuoti, uriuoti_duriuoja_duriavo
poilsiauti, ilsiauti_ilsiauja_ilsiavo
posėdžiauti, sėdžiauti_sėdžiauja_sėdžiavo
prekiauti, iauti_iauja_iavo
pūliuoti, iuoti_iuoja_iavo
pūškuoti, škuoti_škuoja_škavo
raikyti, ikyti_ĩko_ĩkė
ramstytis, stytis_̃stosi_̃stėsi
raudonuoti, onuoti_onuoja_onavo
realizuoti, izuoti_izuoja_izavo
reguliuoti, iuoti_iuoja_iavo
reikalauti, alauti_alauja_alavo
rekonstruoti, konstruoti_konstruoja_konstravo
repečkoti, ečkoti_ečkoja_ečkojo
režisuoti, žisuoti_žisuoja_žisavo
rikiuoti, iuoti_iuoja_iavo
rikiuotis, iuotis_iuojasi_iavosi
rungtyniauti, tyniauti_tyniauja_tyniavo
rūšiuoti, ūšiuoti_ūšiuoja_ūšiavo
sabotuoti, abotuoti_abotuoja_abotavo
sandėliuoti, ėliuoti_ėliuoja_ėliavo
santykiauti, tykiauti_tykiauja_tykiavo
šeimininkauti, ininkauti_ininkauja_ininkavo
sielvartauti, vartauti_vartauja_vartavo
siūbtelti, telti_bteli_btelėjo
skaičiuoti, iuoti_iuoja_iavo
skėsčioti, čioti_sčioja_sčiojo
skirstyti, styti_sto_stė
skirstytis, stytis_stosi_stėsi
skrepliuoti, krepliuoti_krepliuoja_krepliavo
smaguriauti, iauti_iauja_iavo
smaigstyti, styti_sto_stė
smaližiauti, iauti_iauja_iavo
smūgiuoti, iuoti_iuoja_iavo
šnektelti, telti_teli_telėjo
šnekučiuotis, učiuotis_učiuojasi_učiavosi
snerkšti, erkšti_erkščia_irkštė
šnerpšti, erpšti_erpščia_ir̃pštė
šniokšti, iokšti_iokščia_iokštė
šniypšti, iypšti_ỹpščia_ỹpštė
spėlioti, lioti_lioja_liojo
spinduliuoti, uliuoti_uliuoja_uliavo
spisti, pisti_pinta_pito
stoviniuoti, iniuoti_iniuoja_iniavo
stovyklauti, yklauti_yklauja_yklavo
šturmuoti, urmuoti_urmuoja_urmavo
šuoliuoti, iuoti_iuoja_iavo
šurmuliuoti, uliuoti_uliuoja_uliavo
svarstyti, styti_̃sto_̃stė
švartuotis, tuotis_tuojasi_tavosi
svečiuotis, iuotis_iuojasi_iavosi
švokšti, okšti_okščia_okštė
sysioti, ysioti_ysioja_ysiojo
tarkuoti, kuoti_kuoja_kavo
tarpininkauti, ininkauti_ininkauja_ininkavo
tebebūti, bebūti_bebū̃na_bebuvo
tinginiauti, iniauti_iniauja_iniavo
tmepti, mepti_em̃pia_emptė
transliuoti, iuoti_iuoja_iavo
tursenti, senti_sẽna_sẽno
tvarstyti, styti_sto_stė
ūkininkauti, ninkauti_ninkauja_ninkavo
utilizuoti, ilizuoti_ilizuoja_ilizavo
vadovauti, ovauti_ovauja_ovavo
vadovautis, ovautis_ovaujasi_ovavosi
vagiliauti, iliauti_iliauja_iliavo
vakarienauti, ienauti_ieniauja_ieniavo
vakarieniauti, ieniauti_ienauja_ieniavo
valkatauti, atauti_atauja_atavo
vanoti, anoti_anoja_anojo
varstyti, styti_sto_stė
vartototi, ototi_oja_ojo
važiuoti, iuoti_iuoja_iavo
veidmaniauti, maniauti_mainiauja_mainiavo
verkšlenti, šlenti_šlẽna_šlẽno
vertėjauti, ėjauti_ėjauja_ėjavo
viduriuoti, uriuoti_uriuoja_uriavo
viešpatauti, patauti_patauja_patavo
vingiuoti, iuoti_iuoja_iavo
žaliuoti, iuoti_iuoja_iavo
žiaukčioti, kčioti_kčioja_kčiojo
žingsniuoti, sniuoti_sniuoja_sniavo
žinoti, inoti_ino_inojo
žodžiuoti, iuoti_iuoja_iavo
žodžiuotis, iuotis_iuojasi_iavosi
žvilgčioti, čioti_čioja_čiojo
žygiuoti, iuoti_iuoja_iavo
